,gene,p,difference,q,subclass
12071,ERCC6L,2.18774229953132e-30,-1.38341861726104,3.67925586910994e-28,2
12089,ERO1L,2.49831538280117e-21,-0.978897264787499,1.25005240489856e-19,2
12092,ERVFRDE1,1.5246552640253e-19,1.38764915672696,5.98106124416664e-18,2
12094,ESCO2,1.46034384465945e-23,-1.37692468147057,9.33951593329211e-22,2
12098,ESPL1,2.12223403303219e-35,-1.93051964591234,1.01437201952536e-32,2
12103,ESYT3,1.4795253492606e-30,1.7747678787703,2.58390566525195e-28,2
12123,EXO1,2.68020020481302e-28,-1.82077732248995,3.18173047843261e-26,2
12131,EXOSC3,2.46974421331011e-16,-0.427207391030643,6.23027279810438e-15,2
12138,EZH2,3.80065525521808e-26,-1.15830115328493,3.40055671923773e-24,2
12141,F11,4.9928244448362e-19,2.69932625578248,1.8209773170996e-17,2
12150,F8,8.87074879358458e-20,0.794395697737206,3.61466541561115e-18,2
12174,FAM107A,1.78431170966834e-17,1.56933384310934,5.2696672492205e-16,2
12206,FAM136A,1.21476584322892e-23,-0.479212267932512,7.8518832777818e-22,2
12213,FAM150B,2.56009581932505e-16,1.79738310164477,6.43139977405268e-15,2
12244,FAM184A,2.09071340801055e-23,1.52087688431788,1.30046669964711e-21,2
12248,FAM189A2,1.21830775492889e-24,1.59682128853961,9.18179408828773e-23,2
12285,FAM54A,4.66492628452625e-30,-1.63515378969979,7.43237334261844e-28,2
12293,FAM64A,1.33898161171519e-34,-1.92813846949628,5.28693978556152e-32,2
12300,FAM72A,4.2131085033206e-27,-1.94987335393201,4.34788009919387e-25,2
12301,FAM72B,1.35333971571219e-40,-1.83235023435037,6.1915048970685e-37,2
12302,FAM72D,4.13709909818241e-38,-2.02114235596056,6.26184424335726e-35,2
12307,FAM82A1,4.78022929091543e-27,1.12447139371172,4.90527144694333e-25,2
12312,FAM83D,4.45284228144151e-30,-1.75670679798145,7.15725436794886e-28,2
12326,FANCB,2.10113943871493e-29,-1.34967885735808,2.98148403323276e-27,2
12328,FANCD2,1.10742129765723e-18,-0.762195829172427,3.80948731616444e-17,2
12330,FANCG,1.71481322929032e-24,-0.706922321121288,1.24088257703586e-22,2
12331,FANCI,2.15828308704337e-29,-1.04089476765417,3.01545351615144e-27,2
12346,FAT4,1.97400538146454e-19,1.19814977336502,7.62848079649797e-18,2
12350,FBLN5,8.18992820293962e-19,1.0425698913302,2.90534503808579e-17,2
12379,FBXO32,3.40787814367491e-18,-0.991373056965866,1.11126195194915e-16,2
12382,FBXO38,4.60717634763122e-16,0.511933158745743,1.10688021166701e-14,2
12386,FBXO43,9.99735864288439e-18,-1.06710861110324,3.05179874001192e-16,2
12388,FBXO45,1.22260549374114e-31,-0.686058147980923,2.62783425799648e-29,2
12390,FBXO5,1.84480647148447e-23,-0.853818149172286,1.15941937514091e-21,2
12399,FCER1A,3.76185923105814e-26,2.31402348526973,3.38327363321587e-24,2
12406,FCGRT,9.30208900056891e-17,0.714274779254946,2.47732906916911e-15,2
12422,FEN1,2.34167256169004e-29,-0.892152808287721,3.24670219373864e-27,2
12451,FGFR2,5.03261062187589e-16,1.19094269023219,1.20431234156959e-14,2
12460,FHL1,3.44663894684046e-18,1.37200524162772,1.11988020020507e-16,2
12463,FHL5,1.47885095518915e-16,1.357833373985,3.8481905299571e-15,2
12468,FIGF,1.75535046186879e-35,3.06870614671897,8.85623067747856e-33,2
12469,FIGNL1,4.98965369274737e-16,-0.643582175384302,1.19560791584921e-14,2
12512,FLJ42875,1.14755105207413e-18,1.9017075537704,3.940069897698e-17,2
12519,FLJ90757,6.0014547627268e-19,0.838964505233811,2.17140284572524e-17,2
12535,FMO5,6.04961842587515e-18,1.62600453247267,1.90431922823519e-16,2
12546,FNIP2,5.71237216404148e-16,0.926493773423513,1.35096114082663e-14,2
12549,FOLR1,2.20668306534329e-27,2.33414029364653,2.35764614799001e-25,2
12555,FOXA2,4.96225928379114e-22,1.88082698802601,2.65868776907075e-20,2
12571,FOXM1,1.12021943471768e-38,-1.88492951478523,1.84968596297975e-35,2
12588,FREM2,1.63971471780834e-18,1.5777036859104,5.52544312051074e-17,2
12598,FRY,2.61939367276774e-20,0.96777137556877,1.13007238191165e-18,2
12627,FXYD1,3.1520794314232e-22,1.7588757483964,1.72443429858252e-20,2
12677,GALNTL4,6.78887312397446e-17,0.759450264843776,1.85423011354508e-15,2
12681,GANC,2.09034374153099e-25,0.926875585080287,1.65073536423597e-23,2
12684,GAPDH,1.55427076282047e-24,-0.912132407798079,1.13831531714146e-22,2
12689,GARS,1.06972702917139e-18,-0.517220162347828,3.70084800587428e-17,2
12735,GDF10,6.66919129231764e-25,2.21493631137223,5.11107685410824e-23,2
12751,GEN1,2.081470475723e-18,-0.708526654342427,6.93683454138658e-17,2
12759,GFRA1,2.78651744944e-27,2.14313251902414,2.94253002524295e-25,2
12762,GGA2,1.08346666493369e-19,0.521461604413398,4.32505605169024e-18,2
12765,GGH,2.17566169315541e-17,-1.30456297597076,6.31254685827184e-16,2
12774,GGTLC1,2.07396656349518e-29,2.76885512932315,2.96609879470574e-27,2
12788,GINS1,1.44393060815469e-27,-1.39354601587485,1.56107807356629e-25,2
12789,GINS2,3.56130543428932e-22,-1.29214413453915,1.93664642523943e-20,2
12791,GINS4,2.84744898696458e-28,-1.17630848833676,3.35832571105439e-26,2
12794,GJB1,8.87596088400909e-20,2.54382202370852,3.61466541561115e-18,2
12843,GMPS,4.60004703968989e-18,-0.538598481025044,1.46837705416322e-16,2
12861,GNG4,2.09895947674019e-20,-2.4875689627792,9.2308476939545e-19,2
12862,GNG7,5.53853302759932e-21,1.10532587742038,2.66833886950362e-19,2
12867,GNPNAT1,1.7020319689855e-18,-0.773078366164897,5.7142341317345e-17,2
12904,GPC4,3.29263080846423e-16,0.919775580249667,8.11452555958423e-15,2
12907,GPD1L,1.2177916646582e-26,1.00197267616884,1.19560810838848e-24,2
12923,GPR115,1.30795338895007e-17,-2.59334456682934,3.92667064520663e-16,2
12924,GPR116,2.91296747570008e-41,1.91776535653722,3.33077125041451e-37,2
12928,GPR133,6.84347682082841e-24,1.72225418864979,4.53642589404038e-22,2
12946,GPR19,1.42263455407093e-19,-1.36987770465116,5.6050567040326e-18,2
12992,GRIA1,7.45249508446385e-27,2.63960859458397,7.51998156772872e-25,2
13019,GSG2,2.90277419043442e-28,-1.36129230801175,3.40148952392648e-26,2
13040,GTF2IRD2B,5.5936658700479e-16,0.713226371259331,1.32634142555718e-14,2
13041,GTF2IRD2P1,1.54951090831478e-18,0.658946506198674,5.24092488411943e-17,2
13042,GTF2IRD2,4.05470645830776e-16,0.571573427333028,9.84567291473848e-15,2
13055,GTSE1,2.85530739108841e-33,-1.66238946099819,8.10327314755294e-31,2
13074,H2AFX,2.97983025102911e-26,-0.859203280147774,2.76136004333886e-24,2
13076,H2AFZ,1.76246709317998e-23,-0.659776530206399,1.11538988896962e-21,2
13098,HAUS6,2.57065714579563e-16,-0.548273973756739,6.4490118424152e-15,2
13121,HDAC2,1.56649668139773e-17,-0.4881978057022,4.67196703189277e-16,2
13131,HEATR2,2.96271791794299e-20,-0.508897156501074,1.26616107161408e-18,2
13138,HELLS,1.44663032397227e-20,-1.24736101019789,6.50374915205652e-19,2
13218,HJURP,7.27548502664515e-40,-2.01639308531408,1.95505076365131e-36,2
13221,HLA-DMA,7.89074023482249e-16,0.96040499201877,1.8303897175617e-14,2
13240,HLF,1.75051794779621e-36,2.42900641638706,1.13552348163652e-33,2
13246,HMGA1,4.46054646208033e-25,-1.06256591234843,3.43291971994767e-23,2
13248,HMGB2,8.58757812012228e-21,-0.737313626199557,3.98916064950846e-19,2
13258,HMMR,2.02331072884114e-25,-1.48727248804308,1.61891598096659e-23,2
13263,HNF1B,3.40441997203655e-23,1.38103375505911,2.06114933173666e-21,2
13266,HNMT,6.70453444296669e-19,0.851382700492078,2.40186309837483e-17,2
13288,HOPX,6.2663206723186e-21,1.74924640366343,2.9794550358985e-19,2
13311,HOXD1,1.77556820921911e-16,2.19045583807593,4.55631362569279e-15,2
13317,HPDL,2.11095431598462e-20,-1.6648520885787,9.23885861234425e-19,2
13318,HPGDS,2.95610088945392e-21,1.63010343647477,1.46698525833747e-19,2
13350,HSD17B4,2.86904899780698e-18,0.617133882876145,9.3892859364267e-17,2
13351,HSD17B6,2.92499393537516e-24,2.24052933589787,2.02773529955034e-22,2
13386,HSPD1,3.01999836064435e-18,-0.574486524007307,9.86550903316247e-17,2
13439,IFRD1,3.4175014774303e-16,-0.690430195259953,8.37679883057578e-15,2
13451,IGF2BP3,1.08576369738006e-18,-2.25541136610532,3.7491874592232e-17,2
13514,IL33,8.42269661953085e-22,1.40516623598093,4.43424460001562e-20,2
13518,IL6R,4.63759840496644e-20,0.993860121007849,1.94532794063292e-18,2
13539,INCENP,4.88557798474028e-22,-0.784407301135047,2.62534772002478e-20,2
13547,INMT,6.09022885657717e-36,2.21807382001326,3.45677583506285e-33,2
13554,INPP5B,8.43258142683227e-16,0.658247188563077,1.93874653741208e-14,2
13587,IQGAP3,1.12272081047847e-22,-1.44977073297532,6.412571723497e-21,2
13596,IRX1,1.30706263695587e-16,2.53099404962323,3.42571120851796e-15,2
13597,IRX2,1.41139181687232e-19,2.05075930175415,5.57284990648955e-18,2
13622,ITGA9,5.86888675783009e-21,1.34890810901968,2.8125749388514e-19,2
13638,ITIH5,5.58987562244762e-18,1.46411075578886,1.76572019009593e-16,2
13653,IVD,2.97925041310554e-16,0.750684745390499,7.40247951480656e-15,2
13670,JPH4,1.34778285937468e-21,1.16260147557983,6.91519211153173e-20,2
13694,KCMF1,3.15624037054634e-16,-0.312403515027423,7.79956378914737e-15,2
13706,KCND3,9.66615907083909e-18,1.58247792404122,2.96564944600761e-16,2
13746,KCP,6.51900856141808e-17,-1.5181324170647,1.7854213614428e-15,2
13780,KIAA0101,3.56308761923839e-23,-1.35104586250394,2.14292584199427e-21,2
13781,KIAA0141,1.7937431108673e-18,0.517623662767059,6.01102511488612e-17,2
13792,KIAA0408,5.26127733927589e-16,1.91276859105204,1.2540758571295e-14,2
13797,KIAA0494,4.37385740017278e-18,0.456571867030013,1.40110003455623e-16,2
13830,KIAA1524,8.46860821019382e-35,-1.55330812721938,3.49580297549433e-32,2
13851,KIF11,6.11433821642756e-33,-1.4603490864923,1.60948876847788e-30,2
13855,KIF14,9.47518840196195e-31,-1.91713485226708,1.70393907866173e-28,2
13856,KIF15,5.06158541276301e-32,-1.79771687097319,1.14916969815018e-29,2
13859,KIF18A,1.79722643480718e-17,-0.938057913729312,5.29919216483812e-16,2
13860,KIF18B,1.06677879488732e-36,-2.07057534415507,7.75036130061536e-34,2
13864,KIF20A,8.94837801738196e-24,-1.40570639345664,5.86748700107251e-22,2
13865,KIF20B,5.39429369927161e-21,-0.860941361223874,2.6057594803157e-19,2
13868,KIF23,1.11753400697142e-37,-1.78346439329425,1.19398648050717e-34,2
13869,KIF24,6.8352477031384e-23,-1.02325333527558,3.97912192410586e-21,2
13873,KIF2C,1.00023927134587e-34,-1.89349367156958,4.03718797454556e-32,2
13876,KIF3C,6.87754431886505e-17,-1.05344146882678,1.87562819014333e-15,2
13877,KIF4A,9.53640364877123e-33,-2.00504723436518,2.40569027045322e-30,2
13878,KIF4B,4.49396586088439e-19,-1.13712193551777,1.64564318409764e-17,2
13884,KIFC1,8.89460838034731e-29,-1.50546324455983,1.12973966442132e-26,2
13905,KLF15,6.20777779564574e-19,1.61744027050035,2.23714024012527e-17,2
13956,KNTC1,3.38204654388456e-23,-1.04745454130986,2.05450198905757e-21,2
13958,KPNA2,2.99972141049495e-33,-1.22546309295771,8.38214461212612e-31,2
13960,KPNA4,2.61552817965468e-18,-0.427874193459697,8.60613013171521e-17,2
14063,LDLRAP1,7.49924081536994e-17,0.538423128855804,2.0360046476766e-15,2
14068,LEFTY2,4.06619865236647e-19,1.94053562819084,1.49806016476536e-17,2
14073,LEPREL1,1.62828283183946e-16,1.675329311519,4.20092344811081e-15,2
14147,LMNB1,1.78435634243097e-24,-0.974820598958891,1.27595528533755e-22,2
14148,LMNB2,3.87780041797487e-21,-0.797728752809212,1.89844983805061e-19,2
14151,LMO3,5.83670179032538e-16,1.59662652777777,1.37856976095813e-14,2
14156,LNX2,7.39415509772373e-16,0.635669330151341,1.72179537230713e-14,2
